X1	X2	Y
-0.6012661915674243	0.07329572234778801	0
-0.09342945572620738	-0.9364577281470058	0
1.261127586496464	-0.6236787082077543	1
-0.5078021285471581	-1.0640362188551646	1
0.9534698741101875	-1.555089400737748	1
-0.22175270306998268	-0.18634172471859375	0
-1.1382304823001157	-0.12989348395643824	1
-0.1322701426489604	1.1632999988648052	0
-1.2436839872321264	0.6056051977187314	0
0.3128233122963254	-0.07099228225411604	0
-0.4546094156993512	-0.792779305680415	0
0.3711966257240227	-1.5585947528377708	1
-0.6048354509212817	-0.6071639570499348	1
0.11871655432312561	0.8831061802302083	0
0.8090844316831003	-1.7561031302748749	1
-0.25494099442283086	-0.907180808182375	1
-0.49470001510962697	1.279960064976098	0
0.9140374551927068	0.5055281799123138	0
-1.4304257216065595	1.2776052344337225	0
-1.344419578950415	1.3789224575684025	0
0.36856442968935743	1.7443903859454064	0
-1.6179772062706421	0.8499588620006909	1
0.6417704919286603	1.8149571753689875	0
0.8600130664898015	1.2882875383090384	0
-1.9439224051373254	-0.017562293826378066	1
-0.7008259277662424	0.5087047301862159	0
-0.34004692218686133	-0.5684009706897761	0
-0.4951740206765555	1.1545546804568525	0
-1.3875594432256642	0.0016667422273526546	1
-0.6624031135466291	2.001621341477281	0
-1.49610096327373	-0.12757099247323392	1
0.8986115778438916	-1.6579236046295875	1
0.27886024014922645	-0.5418556857836039	0
-0.043092304914035796	-1.6826626591688962	1
-1.7837468578893154	0.08329064357417973	1
0.18369420988021457	1.1210445538396934	0
-1.6972577608212212	0.4762896481312588	1
-0.632270287650691	-0.5428384072498542	1
-1.0664088345381149	-1.8825019951628705	1
-1.2162982383999292	0.31936169310984713	1
-1.8174905012220226	-1.1836564947770483	1
0.09744566889546578	1.1994167108203688	0
0.32712255732239914	1.430127509169962	0
1.130808594978071	-0.28413474287491575	0
-0.01422158137571622	1.8317919847455466	0
-0.030325573737397565	1.1082601762984763	0
0.9585915398642867	-0.360728025272696	0
-1.1801795502912928	1.094019741454598	0
0.2338578034034061	-0.50705081616663	0
1.1093040076642593	0.8120204554513594	0
1.2710281168692024	-1.4114294679712458	1
-0.3262792419595088	-0.5757614416559524	1
0.2921145837391691	1.433134592659879	0
1.7325399612179266	-1.7445657875944292	1
0.2612271475361038	-1.0686079177553856	1
0.6246623555693329	1.1370844279816201	0
-0.41867159897784667	-0.3614844223153466	0
-1.8284167774368874	1.5050890776605481	0
-0.9838031394086275	0.4419910376531332	1
-1.0848504485925676	0.21257764905198362	1
-0.07654022371221401	-0.8256434270685618	1
-1.8900591569844842	0.7839704175987523	1
1.5225372765924996	1.1451398828323933	1
0.5041787132212987	-0.6769356164911281	0
-1.9527393093565988	0.6602801636044991	1
1.3837643762502174	0.4212342421005745	1
1.1963422220752773	-1.079048534402885	1
-0.39654157365420784	-1.969350153435285	1
0.098780511618901	1.0631713621738792	0
-0.812537921382053	-0.08722214862172503	0
1.5060081088756894	0.3763675394104543	1
-0.2198852551209594	-0.95401791298978	0
0.8604355610948592	-1.9589417827243296	1
0.12323057762244638	2.0589806258023797	0
-1.179229971033106	0.0914889655402148	1
0.9287681386795055	0.9863524221914868	0
0.31320155163288393	-0.21889581618275714	0
-0.038465275995421835	1.4898546514881126	0
-1.9120256248567193	0.5907463573706043	1
-0.518223626332635	1.6839209945434161	0
0.3677800326507361	-0.6226825467171003	0
1.0754474951857407	0.08350552545373113	1
